ID,name,healthCardID,gender,birthDay,address,phone,vaccines
N214108362,鍾俊敘,000000000000,Female,2020/10/18,桃園市桃園區大業路１段338號9樓,0958374123,
N262701404,王雋婷,000000000000,Female,1931/11/16,臺中市北區五常街209號11樓,0915413878,
B168342443,蒙易惠,000000000000,Female,1960/07/27,臺北市大同區西寧北路251號16樓,0939157367,
C231417521,洪芝永,000000000000,Female,2006/01/25,金門縣烈嶼鄉楊厝471號16樓,0913252366,
F283225430,歐陽暄逵,000000000000,Female,1953/06/08,嘉義縣梅山鄉竹仔岺227號2樓,0925010112,
K122017750,許俊涵,000000000000,Female,1946/05/28,新竹縣新豐鄉新庄路9號7樓,0972330040,
Y180173851,燕欽宜,000000000000,Male,1978/12/08,彰化縣鹿港鎮廖厝巷458號13樓,0915651686,
Q188710663,高麗雅,000000000000,Male,1933/10/28,雲林縣元長鄉南安路279號18樓,0986406047,
T165702657,孫儒明,000000000000,Male,1994/12/15,臺南市新營區中山路342號21樓,0929883452,
X156432368,梁逸汶,000000000000,Female,1937/02/25,嘉義縣水上鄉市政街159號10樓,0986506003,
M278268026,安玲美,000000000000,Female,1941/12/30,屏東縣屏東市光大四巷9號13樓,0928175120,
D182102130,馬冠哲,000000000000,Male,1985/06/25,高雄市岡山區本洲三街221號4樓,0970767358,
X171065685,邊勝璇,000000000000,Female,1984/01/25,臺南市龍崎區檳榔宅237號2樓,0939761677,
K288111515,祖婕智,000000000000,Female,2001/08/22,臺北市萬華區梧州街491號11樓,0958325587,
G157188214,公逸梅,000000000000,Male,2004/10/10,南投縣草屯鎮玉峰街462號,0923803814,
I248723623,李名榮,000000000000,Male,1972/08/12,屏東縣長治鄉新興路8號7樓,0918030047,
K233532457,陽柔亨,000000000000,Male,2003/05/12,臺北市文山區景興路152號14樓,0919701602,
P118247878,景佳賓,000000000000,Female,2018/07/27,宜蘭縣頭城鎮宜三路１段456號18樓,0921822227,
U221585188,陳如翔,000000000000,Female,1991/06/26,高雄市路竹區路科七路325號,0910235368,
K150083844,陶貽恩,000000000000,Male,1955/10/27,高雄市美濃區龍肚街210號13樓,0939882842,
J201565501,曹霜,000000000000,Female,2015/07/24,臺北市中山區龍江路479號14樓,0972125400,
L232853448,楊耘藝,000000000000,Male,2017/05/09,臺南市下營區中正北路381號17樓,0968205207,
Y215770146,盧婕浩,000000000000,Male,1944/05/12,臺中市大安區南北八路257號8樓,0954724140,
T244584204,幸哲龍,000000000000,Female,1985/06/27,桃園市中壢區志成路265號21樓,0921352232,
V240307285,顏紋芳,000000000000,Male,1955/10/07,桃園市中壢區仁美二街258號9樓,0927821322,
U174368020,池鋐寧,000000000000,Female,1946/09/01,臺北市大同區昌吉街22號21樓,0952367114,
F204108578,鍾孟翰,000000000000,Female,1997/10/08,高雄市前鎮區仁愛三街328號7樓,0913647801,
R168270669,陸博姿,000000000000,Male,2010/09/28,桃園市龜山區中興路１段26號14樓,0961601125,
G202042381,高維佳,000000000000,Male,2000/03/07,新竹縣寶山鄉雙豐路340號,0915731161,
Z250402343,熊芸婉,000000000000,Male,1983/07/15,桃園市平鎮區龍南路193巷234號13樓,0927016440,
F222863545,顧瑞竹,000000000000,Male,1965/12/07,桃園市中壢區龍平六街454號23樓,0932883735,
T244402403,蕭宜誠,000000000000,Male,1972/01/10,苗栗縣西湖鄉店仔街396號2樓,0928472856,
Z278357163,連啟佳,000000000000,Male,2011/01/17,宜蘭縣礁溪鄉礁溪街23號19樓,0968635188,
K114313878,紀啟奇,000000000000,Male,1982/01/16,彰化縣二水鄉海豐路215號5樓,0914851056,
Y274708475,紀怡甄,000000000000,Male,1963/09/09,高雄市岡山區醒路455號18樓,0927532784,
L161762016,梁泓坪,000000000000,Male,1968/06/09,臺北市大安區文昌街215號2樓,0924311060,
K255553343,景嬅蘭,000000000000,Female,2004/02/01,新北市淡水區民生路113巷2弄31號9樓,0956230032,
D141168310,羅寬偉,000000000000,Male,2018/08/28,花蓮縣吉安鄉南海十二街69號,0921146077,
H135572562,陸佩宏,000000000000,Female,2002/12/22,嘉義市東區南門街190號22樓,0913063680,
X186485706,簡峙婉,000000000000,Female,1982/09/12,新竹市北區鐵道路２段26號24樓,0916120854,
B167431030,黎明慧,000000000000,Male,1946/12/24,高雄市小港區永光街156號,0914772351,
A103071726,汪蘭慈,000000000000,Female,2001/04/20,臺中市大肚區沙田路２段一０二北巷403號11樓,0932300648,
H246207078,侯沐迺,000000000000,Male,1965/04/28,彰化縣溪湖鎮尚德街188號,0928218407,
E186267562,鄭良慧,000000000000,Male,1939/08/18,雲林縣口湖鄉拔拉216號3樓,0920117026,
K151128066,元又傑,000000000000,Female,2015/04/04,高雄市仁武區名山三街391號12樓,0921108150,
R262000629,徐維淑,000000000000,Male,2008/11/30,新北市泰山區干城三村221號7樓,0988704461,
T188105772,邱昱,000000000000,Female,1985/03/10,高雄市大社區民權路217號5樓,0937425447,
E106588384,杜育芬,000000000000,Male,1971/10/18,宜蘭縣五結鄉國民中路439號23樓,0922730536,
G150161653,葉健昭,000000000000,Female,1952/06/04,高雄市三民區自由一路404號6樓,0953628032,
J223544033,陽瀚君,000000000000,Male,1995/05/20,南投縣竹山鎮雲林路3巷292號16樓,0953280668,
M270047203,謝廷一,000000000000,Female,1979/08/05,桃園市中壢區興仁路１段412號10樓,0970618431,
U131032727,常宏華,000000000000,Male,1976/10/26,花蓮縣壽豐鄉大學路１段125號19樓,0937015552,
Y205760754,邵儀澤,000000000000,Female,1931/12/08,桃園市蘆竹區中山路羊稠巷35號3樓,0914076084,
Y204708349,駱如立,000000000000,Female,1967/12/30,彰化縣社頭鄉水源路336號3樓,0929663275,
C167126839,康哲政,000000000000,Male,1948/12/24,彰化縣彰化市泰和中街175號18樓,0929276212,
C262250225,張蓉棋,000000000000,Female,2006/04/24,桃園市中壢區長和新村26號2樓,0988134406,
C281264874,季仁凱,000000000000,Male,1943/08/10,宜蘭縣五結鄉向上路103號3樓,0926628788,
K738560817,龔琳琴,000000000000,Female,1947/10/03,臺北市萬華區雙園街158號22樓,0930777378,
Q116776715,充浤庭,000000000000,Female,1972/12/23,屏東縣萬丹鄉西環路25號9樓,0927083146,
H117476487,康迪奕,000000000000,Female,2016/02/26,臺南市東區新樓街48號5樓,0938284407,
X168686134,李意,000000000000,Male,1940/05/18,新竹市香山區中華路４段422號24樓,0912534551,
R252418771,莫日琳,000000000000,Female,1952/12/30,彰化縣員林市雙平路330號18樓,0982011734,
S287726205,裴姿廷,000000000000,Male,2001/05/09,桃園市觀音區環南路442號5樓,0961674856,
M111853205,那芳慧,000000000000,Male,1965/07/15,屏東縣東港鎮明禮二街23號16樓,0982710463,
M267645071,岑雯子,000000000000,Female,2007/07/22,宜蘭縣冬山鄉寶修路485號20樓,0914708436,
T137010108,何雯盈,000000000000,Male,2012/01/18,臺中市北屯區大富路94號8樓,0982032766,
M126760119,鍾孟宜,000000000000,Female,1937/12/20,高雄市小港區金城路491號11樓,0972322422,
A268081286,倪書怡,000000000000,Female,1994/07/28,臺南市中西區西寧街458號14樓,0931814234,
N188511846,文詩文,000000000000,Female,1937/08/15,桃園市平鎮區和平路480號5樓,0931257282,
L260218753,莫潔湘,000000000000,Male,1977/08/26,高雄市前鎮區凱得街323號3樓,0911571258,
Q172051555,路宏俊,000000000000,Male,1942/06/28,雲林縣斗六市中堅東路464號16樓,0921024406,
D172373823,應娟苓,000000000000,Female,1941/12/26,臺中市烏日區高鐵東路94號23樓,0918283841,
E203813284,戴裕凡,000000000000,Female,1987/06/02,嘉義縣義竹鄉牛稠底240號13樓,0919154770,
H222271307,周敬仲,000000000000,Male,1971/03/28,桃園市龜山區幸福路62號22樓,0933218420,
A261564111,謝慧才,000000000000,Male,1995/08/21,臺東縣達仁鄉台坂361號24樓,0917726743,
F242147800,邰承惠,000000000000,Female,2001/06/27,臺中市北區忠明三街425號23樓,0913145015,
K202021769,戴賢君,000000000000,Male,1933/01/13,彰化縣員林市長榮街268號16樓,0928666235,
S152768506,黃碩秋,000000000000,Male,2021/04/25,屏東縣枋寮鄉新開二路46號17樓,0911023440,
Y100217050,黎諺福,000000000000,Male,1994/09/08,臺中市南屯區鎮和巷240號14樓,0938038153,
Q277731845,陳蕙晏,000000000000,Female,1946/11/04,臺北市北投區翠宜路233號4樓,0971660653,
L142712809,富乙語,000000000000,Female,1998/02/07,高雄市梓官區信安街3號24樓,0913611561,
D264621349,尹蓉雯,000000000000,Male,1972/01/27,屏東縣屏東市民榮街485號5樓,0921258160,
K272350471,聞伯信,000000000000,Male,2004/01/30,新竹縣竹北市信義街410號21樓,0933801735,
R237546452,曹翊毅,000000000000,Male,1940/04/20,苗栗縣南庄鄉南庄333號24樓,0988286840,
F217586175,康鈺于,000000000000,Female,1972/05/17,彰化縣彰化市建國東路69號22樓,0968045711,
G177570763,詹伯姵,000000000000,Male,1944/04/30,臺南市善化區善新西路209號23樓,0911802843,
D233243342,楊紋林,000000000000,Female,1942/12/08,臺北市士林區中山北路６段350號18樓,0939542855,
B187373360,羅泱成,000000000000,Female,1987/12/25,臺中市大雅區上山六路389號13樓,0918186320,
L274137869,尹珊音,000000000000,Female,1967/06/14,桃園市龜山區建國東路250號,0919477861,
B218640727,簡璇隆,000000000000,Female,1943/01/06,桃園市大溪區新興街299號15樓,0937375661,
C133288508,宋茹皓,000000000000,Male,1931/05/31,新竹市香山區中山路224號13樓,0918873445,
J253387386,燕齡芷,000000000000,Female,1947/07/31,臺中市清水區中清路９段476號19樓,0915007418,
V161061273,林汝韻,000000000000,Female,1991/06/10,臺北市內湖區新明路201號17樓,0952136263,
Z257858227,韓燦偉,000000000000,Female,1999/06/08,高雄市旗山區延開街309號7樓,0927323322,
I254556254,焦珊穎,000000000000,Female,2005/09/28,臺中市西屯區龍善街268號14樓,0929016127,
A115262451,景琪千,000000000000,Female,2010/04/09,屏東縣高樹鄉振興路330號16樓,0920843645,
M270388245,陸勇式,000000000000,Male,2019/11/17,彰化縣溪湖鎮興學北街314號10樓,0953388173,
E275481665,苗雅威,000000000000,Male,1990/07/06,宜蘭縣冬山鄉大興路229號19樓,0927276461,
Y111811439,向一清,000000000000,Female,2014/06/29,臺中市北區太平路24號10樓,0912118348,
I141032485,韓貞峰,000000000000,Male,1942/11/17,臺中市豐原區圳寮路229之3號4樓,0921060747,
V233658384,慕貞萍,000000000000,Male,1988/06/25,新竹縣竹東鎮柯湖路３段22號7樓,0986223782,
E126582342,蒙偉文,000000000000,Female,1964/09/06,苗栗縣銅鑼鄉新隆217號4樓,0926242180,
S232754544,戴琇廷,000000000000,Male,1969/12/02,臺北市大同區太原路25號6樓,0931081668,
P121777572,強曉巡,000000000000,Male,1984/02/27,桃園市龜山區山鶯路239號20樓,0917781310,
K187542747,呂靖瓊,000000000000,Female,2011/07/23,新北市汐止區茄苳路484號4樓,0918110013,
X157567002,毛富峻,000000000000,Female,1953/05/27,屏東縣萬丹鄉高田街396號13樓,0918588340,
W233626768,康致民,000000000000,Female,1963/12/31,高雄市前鎮區瑞恩街58巷229號4樓,0939132334,
F237841186,景宏松,000000000000,Male,2002/10/21,屏東縣東港鎮船頭路49之2號4樓,0954221530,
E123332644,都嘉鴻,000000000000,Male,1979/01/21,新竹縣竹北市社崙街438號,0913226110,
Z243581482,從麗君,000000000000,Male,2012/10/30,臺東縣卑南鄉中興路５段13號11樓,0916615562,
A181750586,束深皓,000000000000,Female,1936/12/03,臺南市鹽水區南門路100號14樓,0955810344,
N224046566,江燿怡,000000000000,Female,1994/09/25,臺南市安南區怡安路１段235號21樓,0934561440,
M165666703,毛延揚,000000000000,Male,1956/03/21,臺東縣關山鎮四維路156號2樓,0926842024,
D253536802,顏哲瑋,000000000000,Female,1994/09/02,臺中市沙鹿區東英路149號16樓,0952642625,
C130380667,魏人孟,000000000000,Female,1954/08/07,新北市淡水區水源街１段32號23樓,0915388414,
X115483083,方瑱文,000000000000,Male,1938/06/22,苗栗縣公館鄉玉東路193號21樓,0917024503,
P173448051,伊浚紹,000000000000,Female,2004/03/17,屏東縣崁頂鄉舊店路499號6樓,0954033434,
R165843437,陸偉于,000000000000,Female,1987/09/21,屏東縣長治鄉福德街364號18樓,0954110087,
L204347668,李欣岱,000000000000,Male,2005/10/22,臺中市北屯區后庄北路318號,0935036325,
T126263102,聶圓賢,000000000000,Female,2000/11/22,臺北市中正區八德路１段267號18樓,0934602672,
A241427117,耿唯威,000000000000,Female,1930/10/27,新竹縣新豐鄉永寧街424號20樓,0925316810,
W274677047,傅業,000000000000,Female,1936/05/20,新北市中和區板南路421號6樓,0922847287,
Q106502801,令狐柏健,000000000000,Male,1997/08/03,新北市三芝區楓林六街270號17樓,0970245815,
G130501017,餘旭民,000000000000,Male,1989/04/11,高雄市前鎮區桂林四巷344號16樓,0929707504,
R183288381,康婷杰,000000000000,Male,2019/01/10,臺中市南屯區大墩十二街72號8樓,0931172588,
X247351227,權柔婉,000000000000,Female,1939/05/16,桃園市中壢區龍仁路396號8樓,0923850748,
Y225114089,施明士,000000000000,Female,1939/08/16,宜蘭縣宜蘭市南橋三路183號,0958867574,
Y254357561,童澂怡,000000000000,Female,1945/11/02,臺中市南屯區黎明東街446號17樓,0987500874,
C255215421,慕佳淵,000000000000,Female,1951/02/12,臺中市東勢區石城街石山巷298號22樓,0932072514,
Q153204821,黃璟華,000000000000,Female,2021/03/16,屏東縣林邊鄉中林路298號12樓,0952641628,
J278383419,王國翔,000000000000,Female,1939/01/05,雲林縣莿桐鄉甘西375號6樓,0963487523,
R227507023,蔣蓁宜,000000000000,Female,1962/01/27,臺中市東區復興路４段103號15樓,0925232560,
S280350329,柳偉柏,000000000000,Female,1993/04/20,屏東縣滿州鄉茶山路207號14樓,0935851281,
W244105270,孫欣,000000000000,Female,1994/09/06,桃園市桃園區保羅街273號5樓,0972756500,
H137106477,史丞暐,000000000000,Male,1954/09/24,臺中市沙鹿區南斗路164號23樓,0917786173,
I187617108,張豐雅,000000000000,Male,1956/03/05,高雄市前鎮區鎮州路459號19樓,0933872648,
T265564711,珠家婷,000000000000,Female,2011/03/13,雲林縣斗六市永安路166號22樓,0937321207,
A272284508,吳宏昕,000000000000,Male,1945/03/10,嘉義縣民雄鄉新忠路435號3樓,0986868056,
A216012582,田承珊,000000000000,Female,1997/09/04,花蓮縣瑞穗鄉民三街217號8樓,0968724460,
X116565619,康翊慧,000000000000,Female,1993/05/22,彰化縣福興鄉大崙街350號14樓,0988287804,
V120571125,徐蕙婷,000000000000,Male,1984/07/25,苗栗縣竹南鎮東崎頂151號6樓,0929451076,
U118127643,任伯霖,000000000000,Female,1956/03/13,新竹縣寶山鄉寶山八街109號9樓,0988463362,
A271003527,劉怡雅,000000000000,Female,2020/11/01,花蓮縣新城鄉文化路320號2樓,0929807840,
A263266378,焦冠均,000000000000,Male,1984/05/29,宜蘭縣蘇澳鎮冷泉路494號18樓,0953646017,
R176013329,江令哲,000000000000,Male,1937/06/27,宜蘭縣礁溪鄉白雲三路412號14樓,0913663253,
S212452754,趙文凱,000000000000,Male,2021/05/12,臺南市中西區赤嵌街107號13樓,0921233586,
Z102078731,齊依璇,000000000000,Male,1953/04/11,嘉義市東區忠孝路239號23樓,0912870208,
Y281061512,洪晨妮,000000000000,Male,1976/05/10,臺中市大甲區幼九路206號20樓,0918083115,
W244750168,吳美柏,000000000000,Male,1949/05/12,屏東縣潮州鎮三德路366號14樓,0912752886,
E240448867,淩姵才,000000000000,Male,1979/06/05,臺中市西屯區漢成四街208號6樓,0961645204,
A146704420,姚皇達,000000000000,Female,1950/03/13,嘉義縣民雄鄉新正六街133號23樓,0961666752,
A112771417,韓蕙華,000000000000,Male,1977/09/01,臺中市潭子區興豐山莊東二巷139號7樓,0952262126,
T160237753,張揚佳,000000000000,Female,1986/12/06,新北市八里區賢二街480號15樓,0970627086,
S120413401,管涵思,000000000000,Male,1990/11/27,花蓮縣花蓮市民權路56號14樓,0923386311,
E145834825,畢朱恩,000000000000,Male,1954/12/03,新北市三重區中正北路315巷352號3樓,0987012705,
R170370585,鍾魁瓊,000000000000,Male,1983/05/30,桃園市蘆竹區南祥路325號6樓,0972848511,
G134586070,袁逸庭,000000000000,Male,1987/10/06,臺南市北門區蚵寮423號3樓,0932402106,
S288133688,陽詩凱,000000000000,Female,1960/04/22,宜蘭縣宜蘭市中興路394號5樓,0955466537,
D128642331,紀榮安,000000000000,Female,1955/02/05,臺南市柳營區路東173號9樓,0925412200,
H108385535,趙益元,000000000000,Male,1983/04/22,新北市平溪區東勢格419號24樓,0936832253,
L177585856,古志劭,000000000000,Male,2016/11/14,高雄市前鎮區前鎮二巷415號18樓,0929056426,
K116678087,向偉容,000000000000,Female,1999/11/08,屏東縣屏東市海豐401號20樓,0963583801,
Y201860664,藍翰廷,000000000000,Male,2021/09/11,臺北市萬華區華西街304號7樓,0972677138,
I158674322,錢妏炳,000000000000,Female,1967/07/31,雲林縣虎尾鎮永興南三街151號24樓,0915453305,
B114172673,柯婷甫,000000000000,Male,2011/01/21,桃園市八德區中山路428號8樓,0972868533,
S264704578,趙喬凱,000000000000,Male,1990/10/10,臺北市士林區後港街276號12樓,0910318516,
Z153084470,賀修淑,000000000000,Male,2013/10/22,臺南市歸仁區大仁五街137號18樓,0937574100,
E118126465,徐俐騏,000000000000,Female,2000/09/30,新北市三重區光興街141號10樓,0968447307,
F225142847,尤琪安,000000000000,Female,1945/04/11,臺中市西區民權路251號23樓,0926314772,
J164061202,郭焄庭,000000000000,Female,1961/06/28,臺東縣鹿野鄉瑞祥路1號23樓,0924825058,
F211538433,馬婉華,000000000000,Female,1996/05/06,屏東縣長治鄉文學街21號24樓,0923885727,
N115830549,張楓慧,000000000000,Male,1969/12/04,臺南市永康區正義街49巷131號11樓,0927275880,
T266684507,從芬任,000000000000,Female,1999/12/31,高雄市鹽埕區富野路408號5樓,0929037674,
J170104487,康冠惠,000000000000,Male,2021/05/23,新北市平溪區粗坑17號14樓,0956282570,
P181816787,柯晴侑,000000000000,Male,1965/10/31,嘉義市西區文中街44號20樓,0925302671,
F163607747,江遠盈,000000000000,Male,1945/12/19,桃園市桃園區懷寧二街473號20樓,0922345745,
J224552164,陳誠雅,000000000000,Male,1976/07/13,臺中市豐原區西勢一街226號,0915173212,
M200527223,富涵浚,000000000000,Male,1938/04/08,桃園市中壢區執信一街347號17樓,0926280742,
P220832165,簡彥佑,000000000000,Male,2000/12/07,新北市淡水區三空泉324號12樓,0953877246,
M153045285,曾晨品,000000000000,Female,2020/07/28,高雄市大寮區文化路文明四十巷143號20樓,0958440705,
H265016122,劉文奕,000000000000,Male,2017/09/23,臺北市萬華區西藏路297號2樓,0935805700,
S171868852,宋奕卿,000000000000,Male,1934/06/12,新北市中和區勝利路358號22樓,0972658074,
U234808074,施絲惟,000000000000,Male,2002/07/26,臺中市大甲區工三路106號7樓,0963465468,
H121767740,崔維義,000000000000,Male,1999/09/25,臺北市中山區南京東路２段468號2樓,0925151738,
U278781585,康芳育,000000000000,Female,1952/10/24,苗栗縣苗栗市文山332號10樓,0987567405,
H162630539,潘俊虹,000000000000,Female,1961/10/12,高雄市小港區民治路381號17樓,0960175374,
X223872765,艾佑又,000000000000,Female,1962/04/14,嘉義市東區宣信街98巷311號4樓,0922003807,
R147722588,李瑋益,000000000000,Male,1953/08/18,高雄市大社區明園巷266號10樓,0911658511,
I270152345,連天貴,000000000000,Female,2010/12/15,高雄市三民區明福街407號20樓,0924578254,
L214555583,許寧婷,000000000000,Female,2009/05/23,臺中市北屯區水湳路304號20樓,0913153650,
S281215650,柯民兆,000000000000,Female,2014/05/02,臺東縣池上鄉埔新三街188號9樓,0933723142,
F262304034,梁晴將,000000000000,Female,1957/12/07,臺中市豐原區東陽路獅座巷21號10樓,0968466700,
J174510132,陽恩富,000000000000,Male,2004/03/14,臺南市新市區大順二路356號6樓,0987384831,
E115868715,王華成,000000000000,Male,1931/09/22,屏東縣恆春鎮南灣路鞍山巷187號19樓,0938636047,
R183504504,危庭雯,000000000000,Female,1940/01/01,嘉義縣水上鄉中華路158號23樓,0915405732,
B286713657,嚴敏慈,000000000000,Male,2013/02/10,彰化縣田尾鄉民生路１段90號22樓,0960538435,
N101857032,丁良豪,000000000000,Female,2001/07/24,臺中市西區梅川西路１段29號18樓,0987087881,
A265420521,沙幸智,000000000000,Male,1944/04/19,新竹縣竹北市勝利一路118號8樓,0982351005,
U284741373,郝民茹,000000000000,Female,1954/01/24,新北市土城區學海街351號10樓,0916214260,
I100741661,施傑珮,000000000000,Male,1958/11/17,臺南市麻豆區民族路279號3樓,0986672604,
J223734242,懷維,000000000000,Female,1949/10/01,臺北市士林區雨聲街170號16樓,0987884241,
B145103304,謝婷舒,000000000000,Female,2006/06/13,雲林縣虎尾鎮埒內249號8樓,0911012623,
P178115628,阮玉韋,000000000000,Female,1982/03/02,苗栗縣三義鄉歐香新城19號23樓,0954407188,
I238858342,公煒翎,000000000000,Female,1935/10/30,臺北市信義區忠孝東路５段423巷246號10樓,0932744045,
J246233122,邰世修,000000000000,Female,1942/10/01,新北市五股區新城六路298號19樓,0982343542,
P128352528,範舜芬,000000000000,Female,1955/05/08,南投縣名間鄉新厝路25號23樓,0936712754,
X245476445,戴佩世,000000000000,Female,2018/02/19,臺北市中山區朱崙街488號6樓,0911287838,
D148774656,姚佩時,000000000000,Female,1944/08/20,臺北市北投區石牌路２段451號9樓,0926786044,
R278161062,桑綺,000000000000,Female,2011/03/21,桃園市中壢區吉長二街319號10樓,0935785071,
M275186161,孫鵬適,000000000000,Male,1963/01/02,苗栗縣通霄鎮福源197號5樓,0970186416,
V256380147,曹燕亮,000000000000,Male,1984/06/09,宜蘭縣羅東鎮光榮路168號6樓,0922730766,
Q286083781,宗維擇,000000000000,Female,1980/03/20,苗栗縣竹南鎮大營路310號16樓,0972173284,
Y215848274,杭婷怡,000000000000,Male,1931/07/17,南投縣竹山鎮濁水巷351號13樓,0936522345,
E162587638,錢啟建,000000000000,Female,1932/07/02,屏東縣高樹鄉豐源路397號19樓,0988873755,
D181071752,松毅慧,000000000000,Female,1984/10/09,臺中市潭子區頭張東路334號20樓,0968850563,
D124307500,曾儀源,000000000000,Male,1946/02/05,桃園市中壢區文化路358號,0912720113,
Q108203427,孟育逢,000000000000,Male,2022/03/07,屏東縣恆春鎮三溝路213號19樓,0916054114,
C256447641,簡君瑞,000000000000,Male,1983/07/28,臺南市中西區西賢六街491號4樓,0930355717,
U264111244,馮玲瑩,000000000000,Male,1933/01/07,臺南市鹽水區過港238號23樓,0915841760,
N111651855,霍閔奕,000000000000,Male,1931/03/04,新竹縣湖口鄉成功路375號14樓,0970476777,
V226638158,司彰喬,000000000000,Female,1956/01/08,臺北市大同區萬全街373號2樓,0910765375,
M153444751,韓曉曉,000000000000,Male,1956/12/29,臺南市永康區文化路108號12樓,0982880136,
D151133043,孟育伯,000000000000,Male,1945/01/16,宜蘭縣蘇澳鎮頂清路204號15樓,0932864447,
C141423226,許忠寧,000000000000,Male,2018/06/22,臺東縣臺東市漢中街315號16樓,0971553208,
B242177877,單閔子,000000000000,Male,2010/12/05,新北市淡水區大信街23號12樓,0914147267,
A156653270,金嘉旻,000000000000,Male,1980/09/15,高雄市左營區重信路18號7樓,0924805853,
F155437428,慕嘉,000000000000,Male,1985/02/21,高雄市仁武區水管路３段324號,0987337514,
F221740089,崔錦怡,000000000000,Male,1958/07/09,高雄市永安區永安路377號11樓,0920166722,
H262278513,陽文儀,000000000000,Male,2022/03/24,彰化縣福興鄉番婆街465號9樓,0916751206,
S127332623,焦彥瑩,000000000000,Female,1998/03/31,臺北市中山區民生西路403號3樓,0911260582,
S146785242,舒竹惠,000000000000,Male,1949/08/18,嘉義縣大林鎮大埔美園區三路196號21樓,0922525605,
J237562076,鄔筱盈,000000000000,Male,1989/06/01,高雄市鳳山區國慶五街449號16樓,0954315078,
F261276371,景容晢,000000000000,Male,1961/10/24,屏東縣林邊鄉仁愛路126號9樓,0954785408,
N224842317,喬炘淑,000000000000,Male,1951/10/30,宜蘭縣大同鄉開埤巷181號17樓,0954361605,
Q227011058,畢恩中,000000000000,Male,1943/08/29,臺南市安南區國安街404號23樓,0953023528,
X125433648,簡泰靜,000000000000,Female,1993/04/20,屏東縣恆春鎮東海路460號24樓,0988087804,
P266743445,陶書秋,000000000000,Male,1957/11/13,臺中市東勢區文新街91號13樓,0910235711,
H155868130,辛瑋昱,000000000000,Female,2001/06/26,南投縣水里鄉清泉路333號12樓,0916382782,
H182584636,梁文右,000000000000,Male,1960/08/17,臺南市官田區官田營區355號2樓,0954460842,
B210465777,辛千程,000000000000,Female,1985/05/29,臺東縣池上鄉慶西路78號13樓,0987836105,
D106176436,珠家玉,000000000000,Male,1965/12/03,臺中市西區中美街235號20樓,0987165787,
V233806746,柏名瑜,000000000000,Female,1984/05/16,桃園市八德區長興路88號9樓,0911805340,
E276525719,湯心儒,000000000000,Male,1932/01/28,高雄市燕巢區北一路135號3樓,0931111811,
Z216838014,梁含豪,000000000000,Male,1985/12/08,彰化縣彰化市建文街176號,0961502774,
Y255837200,石雯遠,000000000000,Female,2018/07/09,臺北市大安區敦化南路１段104號15樓,0986870472,
F152468332,顏弘閣,000000000000,Female,1952/05/05,新北市三重區重陽路３段175號17樓,0926241605,
V263645313,蕭殷家,000000000000,Male,1946/04/16,臺中市南區大慶街２段380號9樓,0926300763,
L201787044,趙州佳,000000000000,Male,1990/11/18,彰化縣永靖鄉意善巷387號17樓,0954656344,
T170631487,喬苑建,000000000000,Male,2006/06/13,南投縣南投市同源路一街233號11樓,0922706152,
T236543762,董德維,000000000000,Male,1955/03/10,桃園市新屋區下槺榔95號3樓,0910404881,
A233273687,錢敏秀,000000000000,Male,2009/05/10,花蓮縣吉安鄉吉慶街394號,0911255411,
R103244410,何羽憲,000000000000,Male,1999/04/03,桃園市觀音區金橋路新興段19號24樓,0958046832,
G125667839,周怡瑋,000000000000,Female,1980/04/15,屏東縣內埔鄉中清橫巷452號10樓,0958842452,
P148313723,蔚淑雯,000000000000,Female,1999/09/23,屏東縣萬巒鄉成志路65號13樓,0921280162,
D261534116,單如宸,000000000000,Female,1964/11/29,屏東縣新埤鄉南興路174號9樓,0987228837,
S185201552,單立俊,000000000000,Female,1939/03/06,臺北市中山區濱江街79號16樓,0982768748,
H267545644,江傑臻,000000000000,Male,1989/06/06,臺中市南屯區大通街271號8樓,0987513280,
F153013788,曹傑宗,000000000000,Male,1971/06/27,宜蘭縣五結鄉公園路187號11樓,0988672167,
A243555838,紀家靜,000000000000,Male,1932/12/31,臺南市安南區安清路３段239號2樓,0929750408,
F208844824,冷達剛,000000000000,Female,1947/01/08,臺中市豐原區西勢一街170號12樓,0936003774,
X210464660,胡士蓓,000000000000,Female,2007/06/20,臺北市中山區松江路463號9樓,0927125800,
V228865475,鍾威良,000000000000,Male,2012/11/02,基隆市仁愛區愛七路179號10樓,0936027677,
C241382866,侯仁順,000000000000,Male,1968/11/28,高雄市橋頭區德松路仁愛巷51號,0916551642,
C236422246,楊晢福,000000000000,Female,1957/08/20,臺北市松山區復興北路95號2樓,0928621720,
U263800555,黃文育,000000000000,Female,1972/01/29,高雄市前鎮區擴建一路221號2樓,0956713174,
P157618464,梁賢春,000000000000,Male,1966/03/10,高雄市旗山區內湖巷305號19樓,0914146838,
C134411341,倪華美,000000000000,Male,1961/01/13,屏東縣潮州鎮五福路247號7樓,0913358012,
W176810842,孫昌立,000000000000,Male,1968/06/30,屏東縣內埔鄉中林路79號20樓,0972401741,
I232102449,陸良瑋,000000000000,Male,1972/06/14,屏東縣佳冬鄉武丁路415號21樓,0956125884,
H204055770,潘婉鈺,000000000000,Male,1955/11/16,宜蘭縣蘇澳鎮頂寮路231號9樓,0958120150,
